Region,Age,Gender,Smoke,BMI,Risk,SBP
Eastern Sub-Saharan Africa,60-64,F,Smoker,20-24,8,<120
Eastern Sub-Saharan Africa,55-59,F,Smoker,20-24,16,>=180
Eastern Sub-Saharan Africa,55-59,F,Smoker,20-24,13,160-179
Eastern Sub-Saharan Africa,55-59,F,Smoker,20-24,10,140-159
Eastern Sub-Saharan Africa,55-59,F,Smoker,20-24,8,120-139
Eastern Sub-Saharan Africa,55-59,F,Smoker,20-24,6,<120
Eastern Sub-Saharan Africa,50-54,F,Smoker,20-24,14,>=180
Eastern Sub-Saharan Africa,50-54,F,Smoker,20-24,10,160-179
Eastern Sub-Saharan Africa,50-54,F,Smoker,20-24,8,140-159
Eastern Sub-Saharan Africa,50-54,F,Smoker,20-24,6,120-139
Eastern Sub-Saharan Africa,50-54,F,Smoker,20-24,5,<120
Eastern Sub-Saharan Africa,45-49,F,Smoker,20-24,12,>=180
Eastern Sub-Saharan Africa,45-49,F,Smoker,20-24,9,160-179
Eastern Sub-Saharan Africa,45-49,F,Smoker,20-24,6,140-159
Eastern Sub-Saharan Africa,45-49,F,Smoker,20-24,5,120-139
Eastern Sub-Saharan Africa,45-49,F,Smoker,20-24,4,<120
Eastern Sub-Saharan Africa,40-44,F,Smoker,20-24,10,>=180
Eastern Sub-Saharan Africa,40-44,F,Smoker,20-24,7,160-179
Eastern Sub-Saharan Africa,40-44,F,Smoker,20-24,5,140-159
Eastern Sub-Saharan Africa,40-44,F,Smoker,20-24,4,120-139
Eastern Sub-Saharan Africa,40-44,F,Smoker,20-24,3,<120
Southern Sub-Saharan Africa,70-74,F,Smoker,20-24,28,>=180
Southern Sub-Saharan Africa,70-74,F,Smoker,20-24,24,160-179
Southern Sub-Saharan Africa,70-74,F,Smoker,20-24,20,140-159
Southern Sub-Saharan Africa,70-74,F,Smoker,20-24,17,120-139
Southern Sub-Saharan Africa,70-74,F,Smoker,20-24,14,<120
Southern Sub-Saharan Africa,65-69,F,Smoker,20-24,24,>=180
Southern Sub-Saharan Africa,65-69,F,Smoker,20-24,20,160-179
Southern Sub-Saharan Africa,65-69,F,Smoker,20-24,17,140-159
Southern Sub-Saharan Africa,65-69,F,Smoker,20-24,14,120-139
Southern Sub-Saharan Africa,65-69,F,Smoker,20-24,11,<120
Southern Sub-Saharan Africa,60-64,F,Smoker,20-24,21,>=180
Southern Sub-Saharan Africa,60-64,F,Smoker,20-24,17,160-179
Southern Sub-Saharan Africa,60-64,F,Smoker,20-24,13,140-159
Southern Sub-Saharan Africa,60-64,F,Smoker,20-24,11,120-139
Southern Sub-Saharan Africa,60-64,F,Smoker,20-24,9,<120
Southern Sub-Saharan Africa,55-59,F,Smoker,20-24,18,>=180
Southern Sub-Saharan Africa,55-59,F,Smoker,20-24,14,160-179
Southern Sub-Saharan Africa,55-59,F,Smoker,20-24,11,140-159
Southern Sub-Saharan Africa,55-59,F,Smoker,20-24,8,120-139
Southern Sub-Saharan Africa,55-59,F,Smoker,20-24,7,<120
Southern Sub-Saharan Africa,50-54,F,Smoker,20-24,15,>=180
Southern Sub-Saharan Africa,50-54,F,Smoker,20-24,12,160-179
Southern Sub-Saharan Africa,50-54,F,Smoker,20-24,9,140-159
Southern Sub-Saharan Africa,50-54,F,Smoker,20-24,7,120-139
Southern Sub-Saharan Africa,50-54,F,Smoker,20-24,5,<120
Southern Sub-Saharan Africa,45-49,F,Smoker,20-24,13,>=180
Southern Sub-Saharan Africa,45-49,F,Smoker,20-24,10,160-179
Southern Sub-Saharan Africa,45-49,F,Smoker,20-24,7,140-159
Southern Sub-Saharan Africa,45-49,F,Smoker,20-24,5,120-139
Southern Sub-Saharan Africa,45-49,F,Smoker,20-24,4,<120
Southern Sub-Saharan Africa,40-44,F,Smoker,20-24,11,>=180
Southern Sub-Saharan Africa,40-44,F,Smoker,20-24,8,160-179
Southern Sub-Saharan Africa,40-44,F,Smoker,20-24,6,140-159
Southern Sub-Saharan Africa,40-44,F,Smoker,20-24,4,120-139
Southern Sub-Saharan Africa,40-44,F,Smoker,20-24,3,<120
Western Sub-Saharan Africa,70-74,F,Smoker,20-24,30,>=180
Western Sub-Saharan Africa,70-74,F,Smoker,20-24,25,160-179
Western Sub-Saharan Africa,70-74,F,Smoker,20-24,21,140-159
Western Sub-Saharan Africa,70-74,F,Smoker,20-24,17,120-139
Western Sub-Saharan Africa,70-74,F,Smoker,20-24,14,<120
Western Sub-Saharan Africa,65-69,F,Smoker,20-24,25,>=180
Western Sub-Saharan Africa,65-69,F,Smoker,20-24,21,160-179
Western Sub-Saharan Africa,65-69,F,Smoker,20-24,17,140-159
Western Sub-Saharan Africa,65-69,F,Smoker,20-24,13,120-139
Western Sub-Saharan Africa,65-69,F,Smoker,20-24,11,<120
Western Sub-Saharan Africa,60-64,F,Smoker,20-24,21,>=180
Western Sub-Saharan Africa,60-64,F,Smoker,20-24,17,160-179
Western Sub-Saharan Africa,60-64,F,Smoker,20-24,13,140-159
Western Sub-Saharan Africa,60-64,F,Smoker,20-24,11,120-139
Western Sub-Saharan Africa,60-64,F,Smoker,20-24,8,<120
Western Sub-Saharan Africa,55-59,F,Smoker,20-24,18,>=180
Western Sub-Saharan Africa,55-59,F,Smoker,20-24,14,160-179
Western Sub-Saharan Africa,55-59,F,Smoker,20-24,11,140-159
Western Sub-Saharan Africa,55-59,F,Smoker,20-24,8,120-139
Western Sub-Saharan Africa,55-59,F,Smoker,20-24,6,<120
Western Sub-Saharan Africa,50-54,F,Smoker,20-24,15,>=180
Western Sub-Saharan Africa,50-54,F,Smoker,20-24,11,160-179
Western Sub-Saharan Africa,50-54,F,Smoker,20-24,9,140-159
Western Sub-Saharan Africa,50-54,F,Smoker,20-24,6,120-139
Western Sub-Saharan Africa,50-54,F,Smoker,20-24,5,<120
Western Sub-Saharan Africa,45-49,F,Smoker,20-24,13,>=180
Western Sub-Saharan Africa,45-49,F,Smoker,20-24,9,160-179
Western Sub-Saharan Africa,45-49,F,Smoker,20-24,7,140-159
Western Sub-Saharan Africa,45-49,F,Smoker,20-24,5,120-139
Western Sub-Saharan Africa,45-49,F,Smoker,20-24,4,<120
Western Sub-Saharan Africa,40-44,F,Smoker,20-24,11,>=180
Western Sub-Saharan Africa,40-44,F,Smoker,20-24,8,160-179
Western Sub-Saharan Africa,40-44,F,Smoker,20-24,5,140-159
Western Sub-Saharan Africa,40-44,F,Smoker,20-24,4,120-139
Western Sub-Saharan Africa,40-44,F,Smoker,20-24,3,<120
Southern Latin America,70-74,F,Smoker,20-24,31,>=180
Southern Latin America,70-74,F,Smoker,20-24,25,160-179
Southern Latin America,70-74,F,Smoker,20-24,20,140-159
Southern Latin America,70-74,F,Smoker,20-24,16,120-139
Southern Latin America,70-74,F,Smoker,20-24,13,<120
Southern Latin America,65-69,F,Smoker,20-24,25,>=180
Southern Latin America,65-69,F,Smoker,20-24,20,160-179
Southern Latin America,65-69,F,Smoker,20-24,16,140-159
Southern Latin America,65-69,F,Smoker,20-24,12,120-139
Southern Latin America,65-69,F,Smoker,20-24,9,<120
Southern Latin America,60-64,F,Smoker,20-24,21,>=180
Southern Latin America,60-64,F,Smoker,20-24,16,160-179
Southern Latin America,60-64,F,Smoker,20-24,12,140-159
Southern Latin America,60-64,F,Smoker,20-24,9,120-139
Southern Latin America,60-64,F,Smoker,20-24,7,<120
Southern Latin America,55-59,F,Smoker,20-24,17,>=180
Southern Latin America,55-59,F,Smoker,20-24,12,160-179
Southern Latin America,55-59,F,Smoker,20-24,9,140-159
Southern Latin America,55-59,F,Smoker,20-24,7,120-139
Southern Latin America,55-59,F,Smoker,20-24,5,<120
Southern Latin America,50-54,F,Smoker,20-24,14,>=180
Southern Latin America,50-54,F,Smoker,20-24,10,160-179
Southern Latin America,50-54,F,Smoker,20-24,7,140-159
Southern Latin America,50-54,F,Smoker,20-24,5,120-139
Southern Latin America,50-54,F,Smoker,20-24,4,<120
Southern Latin America,45-49,F,Smoker,20-24,11,>=180
Southern Latin America,45-49,F,Smoker,20-24,8,160-179
Southern Latin America,45-49,F,Smoker,20-24,5,140-159
Southern Latin America,45-49,F,Smoker,20-24,4,120-139
Southern Latin America,45-49,F,Smoker,20-24,3,<120
Southern Latin America,40-44,F,Smoker,20-24,9,>=180
Southern Latin America,40-44,F,Smoker,20-24,6,160-179
Southern Latin America,40-44,F,Smoker,20-24,4,140-159
Southern Latin America,40-44,F,Smoker,20-24,3,120-139
Southern Latin America,40-44,F,Smoker,20-24,2,<120
High-Income North America,70-74,F,Smoker,20-24,37,>=180
High-Income North America,70-74,F,Smoker,20-24,31,160-179
High-Income North America,70-74,F,Smoker,20-24,26,140-159
High-Income North America,70-74,F,Smoker,20-24,22,120-139
High-Income North America,70-74,F,Smoker,20-24,18,<120
High-Income North America,65-69,F,Smoker,20-24,32,>=180
High-Income North America,65-69,F,Smoker,20-24,26,160-179
High-Income North America,65-69,F,Smoker,20-24,21,140-159
High-Income North America,65-69,F,Smoker,20-24,17,120-139
High-Income North America,65-69,F,Smoker,20-24,14,<120
High-Income North America,60-64,F,Smoker,20-24,27,>=180
High-Income North America,60-64,F,Smoker,20-24,21,160-179
High-Income North America,60-64,F,Smoker,20-24,17,140-159
High-Income North America,60-64,F,Smoker,20-24,13,120-139
High-Income North America,60-64,F,Smoker,20-24,10,<120
High-Income North America,55-59,F,Smoker,20-24,23,>=180
High-Income North America,55-59,F,Smoker,20-24,17,160-179
High-Income North America,55-59,F,Smoker,20-24,13,140-159
High-Income North America,55-59,F,Smoker,20-24,10,120-139
High-Income North America,55-59,F,Smoker,20-24,8,<120
High-Income North America,50-54,F,Smoker,20-24,19,>=180
High-Income North America,50-54,F,Smoker,20-24,14,160-179
High-Income North America,50-54,F,Smoker,20-24,11,140-159
High-Income North America,50-54,F,Smoker,20-24,8,120-139
High-Income North America,50-54,F,Smoker,20-24,6,<120
High-Income North America,45-49,F,Smoker,20-24,16,>=180
High-Income North America,45-49,F,Smoker,20-24,12,160-179
High-Income North America,45-49,F,Smoker,20-24,8,140-159
High-Income North America,45-49,F,Smoker,20-24,6,120-139
High-Income North America,45-49,F,Smoker,20-24,4,<120
High-Income North America,40-44,F,Smoker,20-24,13,>=180
High-Income North America,40-44,F,Smoker,20-24,9,160-179
High-Income North America,40-44,F,Smoker,20-24,7,140-159
High-Income North America,40-44,F,Smoker,20-24,5,120-139
High-Income North America,40-44,F,Smoker,20-24,3,<120
Caribbean,70-74,F,Smoker,20-24,29,>=180
Caribbean,70-74,F,Smoker,20-24,24,160-179
Caribbean,70-74,F,Smoker,20-24,20,140-159
Caribbean,70-74,F,Smoker,20-24,17,120-139
Caribbean,70-74,F,Smoker,20-24,14,<120
Caribbean,65-69,F,Smoker,20-24,24,>=180
Caribbean,65-69,F,Smoker,20-24,20,160-179
Caribbean,65-69,F,Smoker,20-24,17,140-159
Caribbean,65-69,F,Smoker,20-24,14,120-139
Caribbean,65-69,F,Smoker,20-24,11,<120
Caribbean,60-64,F,Smoker,20-24,21,>=180
Caribbean,60-64,F,Smoker,20-24,17,160-179
Caribbean,60-64,F,Smoker,20-24,13,140-159
Caribbean,60-64,F,Smoker,20-24,11,120-139
Caribbean,60-64,F,Smoker,20-24,9,<120
Caribbean,55-59,F,Smoker,20-24,18,>=180
Caribbean,55-59,F,Smoker,20-24,14,160-179
Caribbean,55-59,F,Smoker,20-24,11,140-159
Caribbean,55-59,F,Smoker,20-24,8,120-139
Caribbean,55-59,F,Smoker,20-24,7,<120
Caribbean,50-54,F,Smoker,20-24,15,>=180
Caribbean,50-54,F,Smoker,20-24,11,160-179
Caribbean,50-54,F,Smoker,20-24,9,140-159
Caribbean,50-54,F,Smoker,20-24,7,120-139
Caribbean,50-54,F,Smoker,20-24,5,<120
Caribbean,45-49,F,Smoker,20-24,13,>=180
Caribbean,45-49,F,Smoker,20-24,9,160-179
Caribbean,45-49,F,Smoker,20-24,7,140-159
Caribbean,45-49,F,Smoker,20-24,5,120-139
Caribbean,45-49,F,Smoker,20-24,4,<120
Caribbean,40-44,F,Smoker,20-24,11,>=180
Caribbean,40-44,F,Smoker,20-24,8,160-179
Caribbean,40-44,F,Smoker,20-24,6,140-159
Caribbean,40-44,F,Smoker,20-24,4,120-139
Caribbean,40-44,F,Smoker,20-24,3,<120
Andean Latin America,70-74,F,Smoker,20-24,20,>=180
Andean Latin America,70-74,F,Smoker,20-24,17,160-179
Andean Latin America,70-74,F,Smoker,20-24,14,140-159
Andean Latin America,70-74,F,Smoker,20-24,12,120-139
Andean Latin America,70-74,F,Smoker,20-24,10,<120
Andean Latin America,65-69,F,Smoker,20-24,17,>=180
Andean Latin America,65-69,F,Smoker,20-24,14,160-179
Andean Latin America,65-69,F,Smoker,20-24,12,140-159
Andean Latin America,65-69,F,Smoker,20-24,10,120-139
Andean Latin America,65-69,F,Smoker,20-24,8,<120
Andean Latin America,60-64,F,Smoker,20-24,15,>=180
Andean Latin America,60-64,F,Smoker,20-24,12,160-179
Andean Latin America,60-64,F,Smoker,20-24,10,140-159
Andean Latin America,60-64,F,Smoker,20-24,8,120-139
Andean Latin America,60-64,F,Smoker,20-24,6,<120
Andean Latin America,55-59,F,Smoker,20-24,13,>=180
Andean Latin America,55-59,F,Smoker,20-24,10,160-179
Andean Latin America,55-59,F,Smoker,20-24,8,140-159
Andean Latin America,55-59,F,Smoker,20-24,6,120-139
Andean Latin America,55-59,F,Smoker,20-24,5,<120
Andean Latin America,50-54,F,Smoker,20-24,11,>=180
Andean Latin America,50-54,F,Smoker,20-24,8,160-179
Andean Latin America,50-54,F,Smoker,20-24,6,140-159
Andean Latin America,50-54,F,Smoker,20-24,5,120-139
Andean Latin America,50-54,F,Smoker,20-24,4,<120
Andean Latin America,45-49,F,Smoker,20-24,9,>=180
Andean Latin America,45-49,F,Smoker,20-24,7,160-179
Andean Latin America,45-49,F,Smoker,20-24,5,140-159
Andean Latin America,45-49,F,Smoker,20-24,4,120-139
Andean Latin America,45-49,F,Smoker,20-24,3,<120
Andean Latin America,40-44,F,Smoker,20-24,8,>=180
Andean Latin America,40-44,F,Smoker,20-24,6,160-179
Andean Latin America,40-44,F,Smoker,20-24,4,140-159
Andean Latin America,40-44,F,Smoker,20-24,3,120-139
Andean Latin America,40-44,F,Smoker,20-24,2,<120
Central Latin America,70-74,F,Smoker,20-24,24,>=180
Central Latin America,70-74,F,Smoker,20-24,20,160-179
Central Latin America,70-74,F,Smoker,20-24,17,140-159
Central Latin America,70-74,F,Smoker,20-24,14,120-139
Central Latin America,70-74,F,Smoker,20-24,12,<120
Central Latin America,65-69,F,Smoker,20-24,21,>=180
Central Latin America,65-69,F,Smoker,20-24,17,160-179
Central Latin America,65-69,F,Smoker,20-24,14,140-159
Central Latin America,65-69,F,Smoker,20-24,11,120-139
Central Latin America,65-69,F,Smoker,20-24,9,<120
Central Latin America,60-64,F,Smoker,20-24,17,>=180
Central Latin America,60-64,F,Smoker,20-24,14,160-179
Central Latin America,60-64,F,Smoker,20-24,11,140-159
Central Latin America,60-64,F,Smoker,20-24,9,120-139
Central Latin America,60-64,F,Smoker,20-24,7,<120
Central Latin America,55-59,F,Smoker,20-24,15,>=180
Central Latin America,55-59,F,Smoker,20-24,12,160-179
Central Latin America,55-59,F,Smoker,20-24,9,140-159
Central Latin America,55-59,F,Smoker,20-24,7,120-139
Central Latin America,55-59,F,Smoker,20-24,6,<120
Central Latin America,50-54,F,Smoker,20-24,13,>=180
Central Latin America,50-54,F,Smoker,20-24,10,160-179
Central Latin America,50-54,F,Smoker,20-24,7,140-159
Central Latin America,50-54,F,Smoker,20-24,6,120-139
Central Latin America,50-54,F,Smoker,20-24,4,<120
Central Latin America,45-49,F,Smoker,20-24,11,>=180
Central Latin America,45-49,F,Smoker,20-24,8,160-179
Central Latin America,45-49,F,Smoker,20-24,6,140-159
Central Latin America,45-49,F,Smoker,20-24,4,120-139
Central Latin America,45-49,F,Smoker,20-24,3,<120
Central Latin America,40-44,F,Smoker,20-24,9,>=180
Central Latin America,40-44,F,Smoker,20-24,7,160-179
Central Latin America,40-44,F,Smoker,20-24,5,140-159
Central Latin America,40-44,F,Smoker,20-24,3,120-139
Central Latin America,40-44,F,Smoker,20-24,3,<120
Tropical Latin America,70-74,F,Smoker,20-24,20,>=180
Tropical Latin America,70-74,F,Smoker,20-24,17,160-179
Tropical Latin America,70-74,F,Smoker,20-24,14,140-159
Tropical Latin America,70-74,F,Smoker,20-24,12,120-139
Tropical Latin America,70-74,F,Smoker,20-24,10,<120
Tropical Latin America,65-69,F,Smoker,20-24,17,>=180
Tropical Latin America,65-69,F,Smoker,20-24,14,160-179
Tropical Latin America,65-69,F,Smoker,20-24,12,140-159
Tropical Latin America,65-69,F,Smoker,20-24,10,120-139
Tropical Latin America,65-69,F,Smoker,20-24,8,<120
Tropical Latin America,60-64,F,Smoker,20-24,15,>=180
Tropical Latin America,60-64,F,Smoker,20-24,12,160-179
Tropical Latin America,60-64,F,Smoker,20-24,10,140-159
Tropical Latin America,60-64,F,Smoker,20-24,8,120-139
Tropical Latin America,60-64,F,Smoker,20-24,6,<120
Tropical Latin America,55-59,F,Smoker,20-24,13,>=180
Tropical Latin America,55-59,F,Smoker,20-24,10,160-179
Tropical Latin America,55-59,F,Smoker,20-24,8,140-159
Tropical Latin America,55-59,F,Smoker,20-24,6,120-139
Tropical Latin America,55-59,F,Smoker,20-24,5,<120
Tropical Latin America,50-54,F,Smoker,20-24,11,>=180
Tropical Latin America,50-54,F,Smoker,20-24,9,160-179
Tropical Latin America,50-54,F,Smoker,20-24,7,140-159
Tropical Latin America,50-54,F,Smoker,20-24,5,120-139
Tropical Latin America,50-54,F,Smoker,20-24,4,<120
Tropical Latin America,45-49,F,Smoker,20-24,9,>=180
Tropical Latin America,45-49,F,Smoker,20-24,7,160-179
Tropical Latin America,45-49,F,Smoker,20-24,5,140-159
Tropical Latin America,45-49,F,Smoker,20-24,4,120-139
Tropical Latin America,45-49,F,Smoker,20-24,3,<120
Tropical Latin America,40-44,F,Smoker,20-24,8,>=180
Tropical Latin America,40-44,F,Smoker,20-24,6,160-179
Tropical Latin America,40-44,F,Smoker,20-24,4,140-159
Tropical Latin America,40-44,F,Smoker,20-24,3,120-139
Tropical Latin America,40-44,F,Smoker,20-24,2,<120
East Asia,70-74,F,Smoker,20-24,40,>=180
East Asia,70-74,F,Smoker,20-24,34,160-179
East Asia,70-74,F,Smoker,20-24,29,140-159
East Asia,70-74,F,Smoker,20-24,24,120-139
East Asia,70-74,F,Smoker,20-24,20,<120
East Asia,65-69,F,Smoker,20-24,34,>=180
East Asia,65-69,F,Smoker,20-24,29,160-179
East Asia,65-69,F,Smoker,20-24,24,140-159
East Asia,65-69,F,Smoker,20-24,19,120-139
East Asia,65-69,F,Smoker,20-24,16,<120
East Asia,60-64,F,Smoker,20-24,30,>=180
East Asia,60-64,F,Smoker,20-24,24,160-179
East Asia,60-64,F,Smoker,20-24,19,140-159
East Asia,60-64,F,Smoker,20-24,15,120-139
East Asia,60-64,F,Smoker,20-24,12,<120
East Asia,55-59,F,Smoker,20-24,26,>=180
East Asia,55-59,F,Smoker,20-24,20,160-179
East Asia,55-59,F,Smoker,20-24,16,140-159
East Asia,55-59,F,Smoker,20-24,12,120-139
East Asia,55-59,F,Smoker,20-24,9,<120
East Asia,50-54,F,Smoker,20-24,22,>=180
East Asia,50-54,F,Smoker,20-24,17,160-179
East Asia,50-54,F,Smoker,20-24,13,140-159
East Asia,50-54,F,Smoker,20-24,9,120-139
East Asia,50-54,F,Smoker,20-24,7,<120
East Asia,45-49,F,Smoker,20-24,19,>=180
East Asia,45-49,F,Smoker,20-24,14,160-179
East Asia,45-49,F,Smoker,20-24,10,140-159
East Asia,45-49,F,Smoker,20-24,7,120-139
East Asia,45-49,F,Smoker,20-24,5,<120
East Asia,40-44,F,Smoker,20-24,16,>=180
East Asia,40-44,F,Smoker,20-24,12,160-179
East Asia,40-44,F,Smoker,20-24,8,140-159
East Asia,40-44,F,Smoker,20-24,6,120-139
East Asia,40-44,F,Smoker,20-24,4,<120
South Asia,70-74,F,Smoker,20-24,30,>=180
South Asia,70-74,F,Smoker,20-24,26,160-179
South Asia,70-74,F,Smoker,20-24,22,140-159
South Asia,70-74,F,Smoker,20-24,18,120-139
South Asia,70-74,F,Smoker,20-24,15,<120
South Asia,65-69,F,Smoker,20-24,26,>=180
South Asia,65-69,F,Smoker,20-24,21,160-179
South Asia,65-69,F,Smoker,20-24,18,140-159
South Asia,65-69,F,Smoker,20-24,15,120-139
South Asia,65-69,F,Smoker,20-24,12,<120
South Asia,60-64,F,Smoker,20-24,22,>=180
South Asia,60-64,F,Smoker,20-24,18,160-179
South Asia,60-64,F,Smoker,20-24,15,140-159
South Asia,60-64,F,Smoker,20-24,12,120-139
South Asia,60-64,F,Smoker,20-24,9,<120
South Asia,55-59,F,Smoker,20-24,19,>=180
South Asia,55-59,F,Smoker,20-24,15,160-179
South Asia,55-59,F,Smoker,20-24,12,140-159
South Asia,55-59,F,Smoker,20-24,9,120-139
South Asia,55-59,F,Smoker,20-24,7,<120
South Asia,50-54,F,Smoker,20-24,16,>=180
South Asia,50-54,F,Smoker,20-24,13,160-179
South Asia,50-54,F,Smoker,20-24,10,140-159
South Asia,50-54,F,Smoker,20-24,7,120-139
South Asia,50-54,F,Smoker,20-24,6,<120
South Asia,45-49,F,Smoker,20-24,14,>=180
South Asia,45-49,F,Smoker,20-24,10,160-179
South Asia,45-49,F,Smoker,20-24,8,140-159
South Asia,45-49,F,Smoker,20-24,6,120-139
South Asia,45-49,F,Smoker,20-24,4,<120
South Asia,40-44,F,Smoker,20-24,12,>=180
South Asia,40-44,F,Smoker,20-24,9,160-179
South Asia,40-44,F,Smoker,20-24,6,140-159
South Asia,40-44,F,Smoker,20-24,5,120-139
South Asia,40-44,F,Smoker,20-24,3,<120
Southeast Asia,70-74,F,Smoker,20-24,31,>=180
Southeast Asia,70-74,F,Smoker,20-24,26,160-179
Southeast Asia,70-74,F,Smoker,20-24,22,140-159
Southeast Asia,70-74,F,Smoker,20-24,18,120-139
Southeast Asia,70-74,F,Smoker,20-24,15,<120
Southeast Asia,65-69,F,Smoker,20-24,26,>=180
Southeast Asia,65-69,F,Smoker,20-24,22,160-179
Southeast Asia,65-69,F,Smoker,20-24,18,140-159
Southeast Asia,65-69,F,Smoker,20-24,14,120-139
Southeast Asia,65-69,F,Smoker,20-24,11,<120
Southeast Asia,60-64,F,Smoker,20-24,22,>=180
Southeast Asia,60-64,F,Smoker,20-24,18,160-179
Southeast Asia,60-64,F,Smoker,20-24,14,140-159
Southeast Asia,60-64,F,Smoker,20-24,11,120-139
Southeast Asia,60-64,F,Smoker,20-24,9,<120
Southeast Asia,55-59,F,Smoker,20-24,19,>=180
Southeast Asia,55-59,F,Smoker,20-24,15,160-179
Southeast Asia,55-59,F,Smoker,20-24,11,140-159
Southeast Asia,55-59,F,Smoker,20-24,9,120-139
Southeast Asia,55-59,F,Smoker,20-24,7,<120
Southeast Asia,50-54,F,Smoker,20-24,16,>=180
Southeast Asia,50-54,F,Smoker,20-24,12,160-179
Southeast Asia,50-54,F,Smoker,20-24,9,140-159
Southeast Asia,50-54,F,Smoker,20-24,7,120-139
Southeast Asia,50-54,F,Smoker,20-24,5,<120
Southeast Asia,45-49,F,Smoker,20-24,14,>=180
Southeast Asia,45-49,F,Smoker,20-24,10,160-179
Southeast Asia,45-49,F,Smoker,20-24,7,140-159
Southeast Asia,45-49,F,Smoker,20-24,5,120-139
Southeast Asia,45-49,F,Smoker,20-24,4,<120
Southeast Asia,40-44,F,Smoker,20-24,11,>=180
Southeast Asia,40-44,F,Smoker,20-24,8,160-179
Southeast Asia,40-44,F,Smoker,20-24,6,140-159
Southeast Asia,40-44,F,Smoker,20-24,4,120-139
Southeast Asia,40-44,F,Smoker,20-24,3,<120
Central Asia,70-74,F,Smoker,20-24,64,>=180
Central Asia,70-74,F,Smoker,20-24,53,160-179
Central Asia,70-74,F,Smoker,20-24,42,140-159
Central Asia,70-74,F,Smoker,20-24,33,120-139
Central Asia,70-74,F,Smoker,20-24,26,<120
Central Asia,65-69,F,Smoker,20-24,53,>=180
Central Asia,65-69,F,Smoker,20-24,42,160-179
Central Asia,65-69,F,Smoker,20-24,32,140-159
