Region,Age,DM,Gender,Smoke,CHOL,Risk,SBP
Southeast Asia,55-59,No,F,Non-smoker,>=7,7,140-159
Southeast Asia,55-59,No,F,Non-smoker,>=7,5,120-139
Southeast Asia,55-59,No,F,Non-smoker,>=7,4,<120
Southeast Asia,50-54,No,F,Non-smoker,>=7,8,>=180
Southeast Asia,50-54,No,F,Non-smoker,>=7,6,160-179
Southeast Asia,50-54,No,F,Non-smoker,>=7,5,140-159
Southeast Asia,50-54,No,F,Non-smoker,>=7,4,120-139
Southeast Asia,50-54,No,F,Non-smoker,>=7,3,<120
Southeast Asia,45-49,No,F,Non-smoker,>=7,7,>=180
Southeast Asia,45-49,No,F,Non-smoker,>=7,5,160-179
Southeast Asia,45-49,No,F,Non-smoker,>=7,4,140-159
Southeast Asia,45-49,No,F,Non-smoker,>=7,3,120-139
Southeast Asia,45-49,No,F,Non-smoker,>=7,2,<120
Southeast Asia,40-44,No,F,Non-smoker,>=7,5,>=180
Southeast Asia,40-44,No,F,Non-smoker,>=7,4,160-179
Southeast Asia,40-44,No,F,Non-smoker,>=7,3,140-159
Southeast Asia,40-44,No,F,Non-smoker,>=7,2,120-139
Southeast Asia,40-44,No,F,Non-smoker,>=7,1,<120
Southeast Asia,70-74,Yes,F,Non-smoker,>=7,33,>=180
Southeast Asia,70-74,Yes,F,Non-smoker,>=7,28,160-179
Southeast Asia,70-74,Yes,F,Non-smoker,>=7,24,140-159
Southeast Asia,70-74,Yes,F,Non-smoker,>=7,20,120-139
Southeast Asia,70-74,Yes,F,Non-smoker,>=7,17,<120
Southeast Asia,65-69,Yes,F,Non-smoker,>=7,28,>=180
Southeast Asia,65-69,Yes,F,Non-smoker,>=7,24,160-179
Southeast Asia,65-69,Yes,F,Non-smoker,>=7,19,140-159
Southeast Asia,65-69,Yes,F,Non-smoker,>=7,16,120-139
Southeast Asia,65-69,Yes,F,Non-smoker,>=7,13,<120
Southeast Asia,60-64,Yes,F,Non-smoker,>=7,24,>=180
Southeast Asia,60-64,Yes,F,Non-smoker,>=7,20,160-179
Southeast Asia,60-64,Yes,F,Non-smoker,>=7,16,140-159
Southeast Asia,60-64,Yes,F,Non-smoker,>=7,13,120-139
Southeast Asia,60-64,Yes,F,Non-smoker,>=7,10,<120
Southeast Asia,55-59,Yes,F,Non-smoker,>=7,20,>=180
Southeast Asia,55-59,Yes,F,Non-smoker,>=7,16,160-179
Southeast Asia,55-59,Yes,F,Non-smoker,>=7,13,140-159
Southeast Asia,55-59,Yes,F,Non-smoker,>=7,10,120-139
Southeast Asia,55-59,Yes,F,Non-smoker,>=7,8,<120
Southeast Asia,50-54,Yes,F,Non-smoker,>=7,17,>=180
Southeast Asia,50-54,Yes,F,Non-smoker,>=7,13,160-179
Southeast Asia,50-54,Yes,F,Non-smoker,>=7,10,140-159
Southeast Asia,50-54,Yes,F,Non-smoker,>=7,8,120-139
Southeast Asia,50-54,Yes,F,Non-smoker,>=7,6,<120
Southeast Asia,45-49,Yes,F,Non-smoker,>=7,15,>=180
Southeast Asia,45-49,Yes,F,Non-smoker,>=7,11,160-179
Southeast Asia,45-49,Yes,F,Non-smoker,>=7,8,140-159
Southeast Asia,45-49,Yes,F,Non-smoker,>=7,6,120-139
Southeast Asia,45-49,Yes,F,Non-smoker,>=7,5,<120
Southeast Asia,40-44,Yes,F,Non-smoker,>=7,12,>=180
Southeast Asia,40-44,Yes,F,Non-smoker,>=7,9,160-179
Southeast Asia,40-44,Yes,F,Non-smoker,>=7,7,140-159
Southeast Asia,40-44,Yes,F,Non-smoker,>=7,5,120-139
Southeast Asia,40-44,Yes,F,Non-smoker,>=7,4,<120
Central Asia,70-74,No,F,Non-smoker,>=7,47,>=180
Central Asia,70-74,No,F,Non-smoker,>=7,37,160-179
Central Asia,70-74,No,F,Non-smoker,>=7,29,140-159
Central Asia,70-74,No,F,Non-smoker,>=7,23,120-139
Central Asia,70-74,No,F,Non-smoker,>=7,18,<120
Central Asia,65-69,No,F,Non-smoker,>=7,33,>=180
Central Asia,65-69,No,F,Non-smoker,>=7,26,160-179
Central Asia,65-69,No,F,Non-smoker,>=7,20,140-159
Central Asia,65-69,No,F,Non-smoker,>=7,15,120-139
Central Asia,65-69,No,F,Non-smoker,>=7,11,<120
Central Asia,60-64,No,F,Non-smoker,>=7,24,>=180
Central Asia,60-64,No,F,Non-smoker,>=7,18,160-179
Central Asia,60-64,No,F,Non-smoker,>=7,13,140-159
Central Asia,60-64,No,F,Non-smoker,>=7,10,120-139
Central Asia,60-64,No,F,Non-smoker,>=7,7,<120
Central Asia,55-59,No,F,Non-smoker,>=7,16,>=180
Central Asia,55-59,No,F,Non-smoker,>=7,12,160-179
Central Asia,55-59,No,F,Non-smoker,>=7,9,140-159
Central Asia,55-59,No,F,Non-smoker,>=7,6,120-139
Central Asia,55-59,No,F,Non-smoker,>=7,4,<120
Central Asia,50-54,No,F,Non-smoker,>=7,12,>=180
Central Asia,50-54,No,F,Non-smoker,>=7,8,160-179
Central Asia,50-54,No,F,Non-smoker,>=7,6,140-159
Central Asia,50-54,No,F,Non-smoker,>=7,4,120-139
Central Asia,50-54,No,F,Non-smoker,>=7,3,<120
Central Asia,45-49,No,F,Non-smoker,>=7,8,>=180
Central Asia,45-49,No,F,Non-smoker,>=7,6,160-179
Central Asia,45-49,No,F,Non-smoker,>=7,4,140-159
Central Asia,45-49,No,F,Non-smoker,>=7,3,120-139
Central Asia,45-49,No,F,Non-smoker,>=7,2,<120
Central Asia,40-44,No,F,Non-smoker,>=7,6,>=180
Central Asia,40-44,No,F,Non-smoker,>=7,4,160-179
Central Asia,40-44,No,F,Non-smoker,>=7,3,140-159
Central Asia,40-44,No,F,Non-smoker,>=7,2,120-139
Central Asia,40-44,No,F,Non-smoker,>=7,1,<120
Central Asia,70-74,Yes,F,Non-smoker,>=7,76,>=180
Central Asia,70-74,Yes,F,Non-smoker,>=7,65,160-179
Central Asia,70-74,Yes,F,Non-smoker,>=7,54,140-159
Central Asia,70-74,Yes,F,Non-smoker,>=7,43,120-139
Central Asia,70-74,Yes,F,Non-smoker,>=7,34,<120
Central Asia,65-69,Yes,F,Non-smoker,>=7,64,>=180
Central Asia,65-69,Yes,F,Non-smoker,>=7,52,160-179
Central Asia,65-69,Yes,F,Non-smoker,>=7,41,140-159
Central Asia,65-69,Yes,F,Non-smoker,>=7,32,120-139
Central Asia,65-69,Yes,F,Non-smoker,>=7,25,<120
Central Asia,60-64,Yes,F,Non-smoker,>=7,53,>=180
Central Asia,60-64,Yes,F,Non-smoker,>=7,41,160-179
Central Asia,60-64,Yes,F,Non-smoker,>=7,31,140-159
Central Asia,60-64,Yes,F,Non-smoker,>=7,23,120-139
Central Asia,60-64,Yes,F,Non-smoker,>=7,17,<120
Central Asia,55-59,Yes,F,Non-smoker,>=7,42,>=180
Central Asia,55-59,Yes,F,Non-smoker,>=7,32,160-179
Central Asia,55-59,Yes,F,Non-smoker,>=7,23,140-159
Central Asia,55-59,Yes,F,Non-smoker,>=7,17,120-139
Central Asia,55-59,Yes,F,Non-smoker,>=7,12,<120
Central Asia,50-54,Yes,F,Non-smoker,>=7,33,>=180
Central Asia,50-54,Yes,F,Non-smoker,>=7,24,160-179
Central Asia,50-54,Yes,F,Non-smoker,>=7,17,140-159
Central Asia,50-54,Yes,F,Non-smoker,>=7,12,120-139
Central Asia,50-54,Yes,F,Non-smoker,>=7,8,<120
Central Asia,45-49,Yes,F,Non-smoker,>=7,26,>=180
Central Asia,45-49,Yes,F,Non-smoker,>=7,18,160-179
Central Asia,45-49,Yes,F,Non-smoker,>=7,13,140-159
Central Asia,45-49,Yes,F,Non-smoker,>=7,9,120-139
Central Asia,45-49,Yes,F,Non-smoker,>=7,6,<120
Central Asia,40-44,Yes,F,Non-smoker,>=7,20,>=180
Central Asia,40-44,Yes,F,Non-smoker,>=7,14,160-179
Central Asia,40-44,Yes,F,Non-smoker,>=7,9,140-159
Central Asia,40-44,Yes,F,Non-smoker,>=7,6,120-139
Central Asia,40-44,Yes,F,Non-smoker,>=7,4,<120
High-Income Asia Pacific,70-74,No,F,Non-smoker,>=7,21,>=180
High-Income Asia Pacific,70-74,No,F,Non-smoker,>=7,17,160-179
High-Income Asia Pacific,70-74,No,F,Non-smoker,>=7,14,140-159
High-Income Asia Pacific,70-74,No,F,Non-smoker,>=7,11,120-139
High-Income Asia Pacific,70-74,No,F,Non-smoker,>=7,9,<120
High-Income Asia Pacific,65-69,No,F,Non-smoker,>=7,16,>=180
High-Income Asia Pacific,65-69,No,F,Non-smoker,>=7,13,160-179
High-Income Asia Pacific,65-69,No,F,Non-smoker,>=7,10,140-159
High-Income Asia Pacific,65-69,No,F,Non-smoker,>=7,8,120-139
High-Income Asia Pacific,65-69,No,F,Non-smoker,>=7,7,<120
High-Income Asia Pacific,60-64,No,F,Non-smoker,>=7,12,>=180
High-Income Asia Pacific,60-64,No,F,Non-smoker,>=7,10,160-179
High-Income Asia Pacific,60-64,No,F,Non-smoker,>=7,8,140-159
High-Income Asia Pacific,60-64,No,F,Non-smoker,>=7,6,120-139
High-Income Asia Pacific,60-64,No,F,Non-smoker,>=7,5,<120
High-Income Asia Pacific,55-59,No,F,Non-smoker,>=7,9,>=180
High-Income Asia Pacific,55-59,No,F,Non-smoker,>=7,7,160-179
High-Income Asia Pacific,55-59,No,F,Non-smoker,>=7,6,140-159
High-Income Asia Pacific,55-59,No,F,Non-smoker,>=7,4,120-139
High-Income Asia Pacific,55-59,No,F,Non-smoker,>=7,3,<120
High-Income Asia Pacific,50-54,No,F,Non-smoker,>=7,7,>=180
High-Income Asia Pacific,50-54,No,F,Non-smoker,>=7,5,160-179
High-Income Asia Pacific,50-54,No,F,Non-smoker,>=7,4,140-159
High-Income Asia Pacific,50-54,No,F,Non-smoker,>=7,3,120-139
High-Income Asia Pacific,50-54,No,F,Non-smoker,>=7,2,<120
High-Income Asia Pacific,45-49,No,F,Non-smoker,>=7,5,>=180
High-Income Asia Pacific,45-49,No,F,Non-smoker,>=7,4,160-179
High-Income Asia Pacific,45-49,No,F,Non-smoker,>=7,3,140-159
High-Income Asia Pacific,45-49,No,F,Non-smoker,>=7,2,120-139
High-Income Asia Pacific,45-49,No,F,Non-smoker,>=7,2,<120
High-Income Asia Pacific,40-44,No,F,Non-smoker,>=7,4,>=180
High-Income Asia Pacific,40-44,No,F,Non-smoker,>=7,3,160-179
High-Income Asia Pacific,40-44,No,F,Non-smoker,>=7,2,140-159
High-Income Asia Pacific,40-44,No,F,Non-smoker,>=7,2,120-139
High-Income Asia Pacific,40-44,No,F,Non-smoker,>=7,1,<120
High-Income Asia Pacific,70-74,Yes,F,Non-smoker,>=7,33,>=180
High-Income Asia Pacific,70-74,Yes,F,Non-smoker,>=7,27,160-179
High-Income Asia Pacific,70-74,Yes,F,Non-smoker,>=7,23,140-159
High-Income Asia Pacific,70-74,Yes,F,Non-smoker,>=7,19,120-139
High-Income Asia Pacific,70-74,Yes,F,Non-smoker,>=7,15,<120
High-Income Asia Pacific,65-69,Yes,F,Non-smoker,>=7,27,>=180
High-Income Asia Pacific,65-69,Yes,F,Non-smoker,>=7,22,160-179
High-Income Asia Pacific,65-69,Yes,F,Non-smoker,>=7,18,140-159
High-Income Asia Pacific,65-69,Yes,F,Non-smoker,>=7,15,120-139
High-Income Asia Pacific,65-69,Yes,F,Non-smoker,>=7,12,<120
High-Income Asia Pacific,60-64,Yes,F,Non-smoker,>=7,23,>=180
High-Income Asia Pacific,60-64,Yes,F,Non-smoker,>=7,18,160-179
High-Income Asia Pacific,60-64,Yes,F,Non-smoker,>=7,14,140-159
High-Income Asia Pacific,60-64,Yes,F,Non-smoker,>=7,11,120-139
High-Income Asia Pacific,60-64,Yes,F,Non-smoker,>=7,9,<120
High-Income Asia Pacific,55-59,Yes,F,Non-smoker,>=7,19,>=180
High-Income Asia Pacific,55-59,Yes,F,Non-smoker,>=7,15,160-179
High-Income Asia Pacific,55-59,Yes,F,Non-smoker,>=7,11,140-159
High-Income Asia Pacific,55-59,Yes,F,Non-smoker,>=7,9,120-139
High-Income Asia Pacific,55-59,Yes,F,Non-smoker,>=7,7,<120
High-Income Asia Pacific,50-54,Yes,F,Non-smoker,>=7,16,>=180
High-Income Asia Pacific,50-54,Yes,F,Non-smoker,>=7,12,160-179
High-Income Asia Pacific,50-54,Yes,F,Non-smoker,>=7,9,140-159
High-Income Asia Pacific,50-54,Yes,F,Non-smoker,>=7,7,120-139
High-Income Asia Pacific,50-54,Yes,F,Non-smoker,>=7,5,<120
High-Income Asia Pacific,45-49,Yes,F,Non-smoker,>=7,13,>=180
High-Income Asia Pacific,45-49,Yes,F,Non-smoker,>=7,10,160-179
High-Income Asia Pacific,45-49,Yes,F,Non-smoker,>=7,7,140-159
High-Income Asia Pacific,45-49,Yes,F,Non-smoker,>=7,5,120-139
High-Income Asia Pacific,45-49,Yes,F,Non-smoker,>=7,4,<120
High-Income Asia Pacific,40-44,Yes,F,Non-smoker,>=7,11,>=180
High-Income Asia Pacific,40-44,Yes,F,Non-smoker,>=7,8,160-179
High-Income Asia Pacific,40-44,Yes,F,Non-smoker,>=7,6,140-159
High-Income Asia Pacific,40-44,Yes,F,Non-smoker,>=7,4,120-139
High-Income Asia Pacific,40-44,Yes,F,Non-smoker,>=7,3,<120
Western Europe,70-74,No,F,Non-smoker,>=7,27,>=180
Western Europe,70-74,No,F,Non-smoker,>=7,21,160-179
Western Europe,70-74,No,F,Non-smoker,>=7,17,140-159
Western Europe,70-74,No,F,Non-smoker,>=7,13,120-139
Western Europe,70-74,No,F,Non-smoker,>=7,10,<120
Western Europe,65-69,No,F,Non-smoker,>=7,19,>=180
Western Europe,65-69,No,F,Non-smoker,>=7,15,160-179
Western Europe,65-69,No,F,Non-smoker,>=7,11,140-159
Western Europe,65-69,No,F,Non-smoker,>=7,9,120-139
Western Europe,65-69,No,F,Non-smoker,>=7,7,<120
Western Europe,60-64,No,F,Non-smoker,>=7,14,>=180
Western Europe,60-64,No,F,Non-smoker,>=7,10,160-179
Western Europe,60-64,No,F,Non-smoker,>=7,8,140-159
Western Europe,60-64,No,F,Non-smoker,>=7,6,120-139
Western Europe,60-64,No,F,Non-smoker,>=7,4,<120
Western Europe,55-59,No,F,Non-smoker,>=7,10,>=180
Western Europe,55-59,No,F,Non-smoker,>=7,7,160-179
Western Europe,55-59,No,F,Non-smoker,>=7,5,140-159
Western Europe,55-59,No,F,Non-smoker,>=7,4,120-139
Western Europe,55-59,No,F,Non-smoker,>=7,3,<120
Western Europe,50-54,No,F,Non-smoker,>=7,7,>=180
Western Europe,50-54,No,F,Non-smoker,>=7,5,160-179
Western Europe,50-54,No,F,Non-smoker,>=7,4,140-159
Western Europe,50-54,No,F,Non-smoker,>=7,2,120-139
Western Europe,50-54,No,F,Non-smoker,>=7,2,<120
Western Europe,45-49,No,F,Non-smoker,>=7,5,>=180
Western Europe,45-49,No,F,Non-smoker,>=7,3,160-179
Western Europe,45-49,No,F,Non-smoker,>=7,2,140-159
Western Europe,45-49,No,F,Non-smoker,>=7,2,120-139
Western Europe,45-49,No,F,Non-smoker,>=7,1,<120
Western Europe,40-44,No,F,Non-smoker,>=7,4,>=180
Western Europe,40-44,No,F,Non-smoker,>=7,2,160-179
Western Europe,40-44,No,F,Non-smoker,>=7,2,140-159
Western Europe,40-44,No,F,Non-smoker,>=7,1,120-139
Western Europe,40-44,No,F,Non-smoker,>=7,1,<120
Western Europe,70-74,Yes,F,Non-smoker,>=7,46,>=180
Western Europe,70-74,Yes,F,Non-smoker,>=7,38,160-179
Western Europe,70-74,Yes,F,Non-smoker,>=7,30,140-159
Western Europe,70-74,Yes,F,Non-smoker,>=7,24,120-139
Western Europe,70-74,Yes,F,Non-smoker,>=7,19,<120
Western Europe,65-69,Yes,F,Non-smoker,>=7,38,>=180
Western Europe,65-69,Yes,F,Non-smoker,>=7,30,160-179
Western Europe,65-69,Yes,F,Non-smoker,>=7,23,140-159
Western Europe,65-69,Yes,F,Non-smoker,>=7,18,120-139
Western Europe,65-69,Yes,F,Non-smoker,>=7,14,<120
Western Europe,60-64,Yes,F,Non-smoker,>=7,30,>=180
Western Europe,60-64,Yes,F,Non-smoker,>=7,23,160-179
Western Europe,60-64,Yes,F,Non-smoker,>=7,18,140-159
Western Europe,60-64,Yes,F,Non-smoker,>=7,13,120-139
Western Europe,60-64,Yes,F,Non-smoker,>=7,10,<120
Western Europe,55-59,Yes,F,Non-smoker,>=7,24,>=180
Western Europe,55-59,Yes,F,Non-smoker,>=7,18,160-179
Western Europe,55-59,Yes,F,Non-smoker,>=7,13,140-159
Western Europe,55-59,Yes,F,Non-smoker,>=7,10,120-139
Western Europe,55-59,Yes,F,Non-smoker,>=7,7,<120
Western Europe,50-54,Yes,F,Non-smoker,>=7,19,>=180
Western Europe,50-54,Yes,F,Non-smoker,>=7,14,160-179
Western Europe,50-54,Yes,F,Non-smoker,>=7,10,140-159
Western Europe,50-54,Yes,F,Non-smoker,>=7,7,120-139
Western Europe,50-54,Yes,F,Non-smoker,>=7,5,<120
Western Europe,45-49,Yes,F,Non-smoker,>=7,15,>=180
Western Europe,45-49,Yes,F,Non-smoker,>=7,11,160-179
Western Europe,45-49,Yes,F,Non-smoker,>=7,7,140-159
Western Europe,45-49,Yes,F,Non-smoker,>=7,5,120-139
Western Europe,45-49,Yes,F,Non-smoker,>=7,4,<120
Western Europe,40-44,Yes,F,Non-smoker,>=7,12,>=180
Western Europe,40-44,Yes,F,Non-smoker,>=7,8,160-179
Western Europe,40-44,Yes,F,Non-smoker,>=7,6,140-159
Western Europe,40-44,Yes,F,Non-smoker,>=7,4,120-139
Western Europe,40-44,Yes,F,Non-smoker,>=7,3,<120
Central Europe,70-74,No,F,Non-smoker,>=7,37,>=180
Central Europe,70-74,No,F,Non-smoker,>=7,30,160-179
Central Europe,70-74,No,F,Non-smoker,>=7,23,140-159
Central Europe,70-74,No,F,Non-smoker,>=7,18,120-139
Central Europe,70-74,No,F,Non-smoker,>=7,14,<120
Central Europe,65-69,No,F,Non-smoker,>=7,27,>=180
Central Europe,65-69,No,F,Non-smoker,>=7,21,160-179
Central Europe,65-69,No,F,Non-smoker,>=7,16,140-159
Central Europe,65-69,No,F,Non-smoker,>=7,12,120-139
Central Europe,65-69,No,F,Non-smoker,>=7,9,<120
Central Europe,60-64,No,F,Non-smoker,>=7,19,>=180
Central Europe,60-64,No,F,Non-smoker,>=7,14,160-179
Central Europe,60-64,No,F,Non-smoker,>=7,10,140-159
Central Europe,60-64,No,F,Non-smoker,>=7,7,120-139
Central Europe,60-64,No,F,Non-smoker,>=7,5,<120
Central Europe,55-59,No,F,Non-smoker,>=7,13,>=180
Central Europe,55-59,No,F,Non-smoker,>=7,10,160-179
Central Europe,55-59,No,F,Non-smoker,>=7,7,140-159
Central Europe,55-59,No,F,Non-smoker,>=7,5,120-139
Central Europe,55-59,No,F,Non-smoker,>=7,3,<120
Central Europe,50-54,No,F,Non-smoker,>=7,9,>=180
Central Europe,50-54,No,F,Non-smoker,>=7,6,160-179
Central Europe,50-54,No,F,Non-smoker,>=7,4,140-159
Central Europe,50-54,No,F,Non-smoker,>=7,3,120-139
Central Europe,50-54,No,F,Non-smoker,>=7,2,<120
Central Europe,45-49,No,F,Non-smoker,>=7,7,>=180
Central Europe,45-49,No,F,Non-smoker,>=7,4,160-179
Central Europe,45-49,No,F,Non-smoker,>=7,3,140-159
Central Europe,45-49,No,F,Non-smoker,>=7,2,120-139
Central Europe,45-49,No,F,Non-smoker,>=7,1,<120
Central Europe,40-44,No,F,Non-smoker,>=7,5,>=180
Central Europe,40-44,No,F,Non-smoker,>=7,3,160-179
Central Europe,40-44,No,F,Non-smoker,>=7,2,140-159
Central Europe,40-44,No,F,Non-smoker,>=7,1,120-139
Central Europe,40-44,No,F,Non-smoker,>=7,1,<120
Central Europe,70-74,Yes,F,Non-smoker,>=7,63,>=180
Central Europe,70-74,Yes,F,Non-smoker,>=7,52,160-179
Central Europe,70-74,Yes,F,Non-smoker,>=7,42,140-159
Central Europe,70-74,Yes,F,Non-smoker,>=7,34,120-139
Central Europe,70-74,Yes,F,Non-smoker,>=7,26,<120
Central Europe,65-69,Yes,F,Non-smoker,>=7,52,>=180
Central Europe,65-69,Yes,F,Non-smoker,>=7,41,160-179
Central Europe,65-69,Yes,F,Non-smoker,>=7,32,140-159
Central Europe,65-69,Yes,F,Non-smoker,>=7,25,120-139
Central Europe,65-69,Yes,F,Non-smoker,>=7,19,<120
Central Europe,60-64,Yes,F,Non-smoker,>=7,42,>=180
Central Europe,60-64,Yes,F,Non-smoker,>=7,32,160-179
Central Europe,60-64,Yes,F,Non-smoker,>=7,24,140-159
Central Europe,60-64,Yes,F,Non-smoker,>=7,18,120-139
Central Europe,60-64,Yes,F,Non-smoker,>=7,13,<120
Central Europe,55-59,Yes,F,Non-smoker,>=7,34,>=180
Central Europe,55-59,Yes,F,Non-smoker,>=7,25,160-179
Central Europe,55-59,Yes,F,Non-smoker,>=7,18,140-159
Central Europe,55-59,Yes,F,Non-smoker,>=7,13,120-139
Central Europe,55-59,Yes,F,Non-smoker,>=7,9,<120
Central Europe,50-54,Yes,F,Non-smoker,>=7,27,>=180
Central Europe,50-54,Yes,F,Non-smoker,>=7,19,160-179
Central Europe,50-54,Yes,F,Non-smoker,>=7,13,140-159
Central Europe,50-54,Yes,F,Non-smoker,>=7,9,120-139
Central Europe,50-54,Yes,F,Non-smoker,>=7,6,<120
Central Europe,45-49,Yes,F,Non-smoker,>=7,21,>=180
Central Europe,45-49,Yes,F,Non-smoker,>=7,14,160-179
Central Europe,45-49,Yes,F,Non-smoker,>=7,10,140-159
Central Europe,45-49,Yes,F,Non-smoker,>=7,6,120-139
Central Europe,45-49,Yes,F,Non-smoker,>=7,4,<120
Central Europe,40-44,Yes,F,Non-smoker,>=7,16,>=180
Central Europe,40-44,Yes,F,Non-smoker,>=7,11,160-179
Central Europe,40-44,Yes,F,Non-smoker,>=7,7,140-159
Central Europe,40-44,Yes,F,Non-smoker,>=7,5,120-139
Central Europe,40-44,Yes,F,Non-smoker,>=7,3,<120
Eastern Europe,70-74,No,F,Non-smoker,>=7,41,>=180
Eastern Europe,70-74,No,F,Non-smoker,>=7,34,160-179
Eastern Europe,70-74,No,F,Non-smoker,>=7,28,140-159
Eastern Europe,70-74,No,F,Non-smoker,>=7,23,120-139
Eastern Europe,70-74,No,F,Non-smoker,>=7,19,<120
Eastern Europe,65-69,No,F,Non-smoker,>=7,32,>=180
Eastern Europe,65-69,No,F,Non-smoker,>=7,26,160-179
Eastern Europe,65-69,No,F,Non-smoker,>=7,21,140-159
Eastern Europe,65-69,No,F,Non-smoker,>=7,16,120-139
Eastern Europe,65-69,No,F,Non-smoker,>=7,13,<120
Eastern Europe,60-64,No,F,Non-smoker,>=7,24,>=180
Eastern Europe,60-64,No,F,Non-smoker,>=7,19,160-179
Eastern Europe,60-64,No,F,Non-smoker,>=7,15,140-159
Eastern Europe,60-64,No,F,Non-smoker,>=7,12,120-139
Eastern Europe,60-64,No,F,Non-smoker,>=7,9,<120
Eastern Europe,55-59,No,F,Non-smoker,>=7,18,>=180
Eastern Europe,55-59,No,F,Non-smoker,>=7,14,160-179
Eastern Europe,55-59,No,F,Non-smoker,>=7,11,140-159
Eastern Europe,55-59,No,F,Non-smoker,>=7,8,120-139
Eastern Europe,55-59,No,F,Non-smoker,>=7,6,<120
Eastern Europe,50-54,No,F,Non-smoker,>=7,14,>=180
Eastern Europe,50-54,No,F,Non-smoker,>=7,10,160-179
Eastern Europe,50-54,No,F,Non-smoker,>=7,8,140-159
Eastern Europe,50-54,No,F,Non-smoker,>=7,6,120-139
Eastern Europe,50-54,No,F,Non-smoker,>=7,4,<120
Eastern Europe,45-49,No,F,Non-smoker,>=7,10,>=180
Eastern Europe,45-49,No,F,Non-smoker,>=7,7,160-179
Eastern Europe,45-49,No,F,Non-smoker,>=7,5,140-159
Eastern Europe,45-49,No,F,Non-smoker,>=7,4,120-139
Eastern Europe,45-49,No,F,Non-smoker,>=7,3,<120
Eastern Europe,40-44,No,F,Non-smoker,>=7,8,>=180
Eastern Europe,40-44,No,F,Non-smoker,>=7,5,160-179
Eastern Europe,40-44,No,F,Non-smoker,>=7,4,140-159
Eastern Europe,40-44,No,F,Non-smoker,>=7,3,120-139
Eastern Europe,40-44,No,F,Non-smoker,>=7,2,<120
Eastern Europe,70-74,Yes,F,Non-smoker,>=7,62,>=180
Eastern Europe,70-74,Yes,F,Non-smoker,>=7,53,160-179
Eastern Europe,70-74,Yes,F,Non-smoker,>=7,45,140-159
Eastern Europe,70-74,Yes,F,Non-smoker,>=7,38,120-139
Eastern Europe,70-74,Yes,F,Non-smoker,>=7,31,<120
Eastern Europe,65-69,Yes,F,Non-smoker,>=7,53,>=180
Eastern Europe,65-69,Yes,F,Non-smoker,>=7,45,160-179
Eastern Europe,65-69,Yes,F,Non-smoker,>=7,37,140-159
Eastern Europe,65-69,Yes,F,Non-smoker,>=7,30,120-139
Eastern Europe,65-69,Yes,F,Non-smoker,>=7,24,<120
Eastern Europe,60-64,Yes,F,Non-smoker,>=7,45,>=180
Eastern Europe,60-64,Yes,F,Non-smoker,>=7,37,160-179
Eastern Europe,60-64,Yes,F,Non-smoker,>=7,29,140-159
Eastern Europe,60-64,Yes,F,Non-smoker,>=7,23,120-139
Eastern Europe,60-64,Yes,F,Non-smoker,>=7,18,<120
Eastern Europe,55-59,Yes,F,Non-smoker,>=7,38,>=180
Eastern Europe,55-59,Yes,F,Non-smoker,>=7,30,160-179
Eastern Europe,55-59,Yes,F,Non-smoker,>=7,23,140-159
Eastern Europe,55-59,Yes,F,Non-smoker,>=7,18,120-139
Eastern Europe,55-59,Yes,F,Non-smoker,>=7,14,<120
Eastern Europe,50-54,Yes,F,Non-smoker,>=7,31,>=180
Eastern Europe,50-54,Yes,F,Non-smoker,>=7,24,160-179
Eastern Europe,50-54,Yes,F,Non-smoker,>=7,18,140-159
Eastern Europe,50-54,Yes,F,Non-smoker,>=7,14,120-139
Eastern Europe,50-54,Yes,F,Non-smoker,>=7,10,<120
Eastern Europe,45-49,Yes,F,Non-smoker,>=7,26,>=180
Eastern Europe,45-49,Yes,F,Non-smoker,>=7,19,160-179
Eastern Europe,45-49,Yes,F,Non-smoker,>=7,14,140-159
Eastern Europe,45-49,Yes,F,Non-smoker,>=7,10,120-139
Eastern Europe,45-49,Yes,F,Non-smoker,>=7,8,<120
Eastern Europe,40-44,Yes,F,Non-smoker,>=7,21,>=180
Eastern Europe,40-44,Yes,F,Non-smoker,>=7,15,160-179
Eastern Europe,40-44,Yes,F,Non-smoker,>=7,11,140-159
Eastern Europe,40-44,Yes,F,Non-smoker,>=7,8,120-139
Eastern Europe,40-44,Yes,F,Non-smoker,>=7,6,<120
Oceania,70-74,No,F,Non-smoker,>=7,22,>=180
Oceania,70-74,No,F,Non-smoker,>=7,19,160-179
Oceania,70-74,No,F,Non-smoker,>=7,16,140-159
Oceania,70-74,No,F,Non-smoker,>=7,14,120-139
Oceania,70-74,No,F,Non-smoker,>=7,12,<120
Oceania,65-69,No,F,Non-smoker,>=7,18,>=180
Oceania,65-69,No,F,Non-smoker,>=7,15,160-179
Oceania,65-69,No,F,Non-smoker,>=7,13,140-159
Oceania,65-69,No,F,Non-smoker,>=7,11,120-139
Oceania,65-69,No,F,Non-smoker,>=7,9,<120
Oceania,60-64,No,F,Non-smoker,>=7,15,>=180
Oceania,60-64,No,F,Non-smoker,>=7,12,160-179
Oceania,60-64,No,F,Non-smoker,>=7,10,140-159
Oceania,60-64,No,F,Non-smoker,>=7,8,120-139
